x,y,genre
-40.572186,-13.642835,Dance/Electronic
31.03552,10.358338,R&B
66.61016,7.140573,hip hop
-9.951875,-0.28379032,Dance/Electronic
20.948019,6.6994414,rock
22.290628,-5.419055,hip hop
24.727467,-2.0091805,rock
32.323357,-10.925496,pop
-16.893057,-12.474181,pop
-15.133471,-10.163753,Dance/Electronic
-16.460443,-11.228147,hip hop
-15.167037,-11.885671,hip hop
-13.046222,-4.741676,R&B
-22.868322,-9.741578,R&B
-30.96617,-10.916925,pop
-38.199173,-13.133173,Dance/Electronic
-12.022308,-10.448242,Dance/Electronic
-11.888661,-2.0415936,hip hop
-27.715706,-19.716213,Dance/Electronic
-38.73201,-14.366083,rock
-34.412167,-15.258845,pop
18.854174,-4.393989,hip hop
17.886024,-8.1386,pop
20.07759,-10.593772,latin
27.250185,-9.479381,Dance/Electronic
-35.93091,-17.41716,hip hop
17.927183,4.50848,Dance/Electronic
-34.325005,-13.822481,R&B
-25.987501,-20.048248,Dance/Electronic
22.938871,-5.128149,Dance/Electronic
-33.767227,-13.939005,rock
-9.951875,-0.28379032,Dance/Electronic
-36.928555,-14.523694,hip hop
25.596493,-5.8490443,Dance/Electronic
25.084385,-8.654342,hip hop
-23.454584,-10.047706,hip hop
30.770212,-11.095282,pop
23.56697,-1.4325476,hip hop
28.444958,3.8828151,hip hop
25.902948,-4.6614156,Dance/Electronic
-15.246559,-7.0737386,Dance/Electronic
20.29911,1.1878022,hip hop
-22.498228,-9.176384,Dance/Electronic
25.471682,13.899747,pop
-13.020532,-3.806111,Dance/Electronic
25.804314,4.151927,hip hop
-23.983559,-17.089558,R&B
-24.068394,-11.835381,Dance/Electronic
-14.878601,-6.180174,hip hop
-14.798698,-9.453638,pop
-14.601584,-5.0205555,rock
-18.715195,-9.404158,R&B
-34.6683,-22.652914,hip hop
19.928995,-7.288171,hip hop
23.186455,-11.307768,latin
24.096525,10.379694,Dance/Electronic
21.41071,6.7387004,Dance/Electronic
-33.103085,-15.45574,R&B
-20.348148,-11.561036,rock
29.589222,9.683576,pop
23.22446,14.325478,hip hop
-33.975853,-15.697761,pop
-15.283086,-5.044294,hip hop
-18.117329,-7.6906404,hip hop
-37.72434,-21.533285,hip hop
-37.306072,-17.869211,hip hop
27.530153,-11.254657,Dance/Electronic
-34.746063,-17.65387,hip hop
-13.307506,-14.598736,hip hop
-14.359691,-8.403079,hip hop
27.792435,-4.377633,latin
-39.03136,-19.971497,hip hop
25.073431,11.967022,latin
-64.98166,3.9311557,Dance/Electronic
-38.90024,-17.107246,hip hop
-9.46702,-9.002849,hip hop
21.37254,-6.036748,hip hop
-39.090973,-18.11101,hip hop
25.648302,3.8866332,pop
-63.07959,3.056164,pop
-13.02905,-2.403389,country
-37.246544,-23.58552,latin
-28.050526,-19.762465,R&B
19.169981,-10.810904,pop
26.260214,-6.4432487,pop
28.438286,9.818329,pop
25.367355,12.671306,Dance/Electronic
23.053532,-6.6575007,pop
-11.36102,1.7308325,Dance/Electronic
-20.733845,-16.789158,latin
22.101105,5.6728215,pop
-39.120426,-15.658964,Dance/Electronic
27.686646,-1.4968997,Dance/Electronic
-66.47904,4.0804543,Dance/Electronic
-16.672754,-7.8559146,hip hop
-12.543675,2.1331475,pop
-13.096837,-7.1041718,pop
-38.658306,-22.37064,latin
-12.45544,-5.3209896,Dance/Electronic
-11.918997,-12.45695,latin
-40.05084,-15.984567,R&B
28.625755,4.5864577,Dance/Electronic
24.172403,12.720299,pop
-23.854982,-17.121904,hip hop
24.160473,6.0842443,Dance/Electronic
-64.98714,0.7066211,pop
-41.49147,-15.594595,pop
-65.38695,1.9837701,hip hop
28.594608,-8.081982,pop
-10.298511,-11.056845,Dance/Electronic
23.921968,-7.4530396,Dance/Electronic
18.81661,-3.5343301,hip hop
-25.051657,-17.257147,Dance/Electronic
-16.831652,-10.428109,R&B
-40.522495,-14.336908,hip hop
27.116095,-9.3914585,pop
27.571749,10.290339,Dance/Electronic
-29.45108,-10.534327,pop
25.345936,-2.049561,Dance/Electronic
-32.79313,-14.029822,Dance/Electronic
-29.476429,-14.103828,hip hop
19.54492,7.9704943,pop
26.951305,-6.0201197,pop
-9.039317,-9.35687,Dance/Electronic
-10.922105,-3.948418,hip hop
-35.20395,-19.923656,hip hop
-15.276436,-11.21963,pop
58.07298,16.75171,rock
-42.83237,-6.582187,rock
-33.820316,-18.65159,R&B
25.377148,-0.32783318,pop
-64.36519,3.1291318,R&B
19.658695,-10.935219,pop
-44.096462,-7.2680497,R&B
26.990133,-2.3087003,latin
29.152964,-14.172212,Dance/Electronic
29.060577,7.408821,R&B
-11.247858,-3.4297135,hip hop
-62.55227,-2.6317341,hip hop
-62.481014,0.62304443,pop
-14.41487,-5.1222243,latin
25.850548,6.679327,hip hop
-38.00362,-18.496204,hip hop
-35.993446,-22.551601,hip hop
25.081635,2.950167,hip hop
25.690207,-11.360626,R&B
-38.77452,-22.817675,latin
-17.00511,-7.732007,hip hop
-37.432842,-18.325672,pop
25.703327,-4.6058817,latin
21.243773,-6.8249826,hip hop
-16.168737,-8.693039,Dance/Electronic
-8.650979,-9.315245,pop
19.634481,-8.137072,hip hop
-40.29126,-16.919613,R&B
23.000149,-5.1892357,Dance/Electronic
24.853424,2.2323213,pop
61.29524,14.380014,Dance/Electronic
27.681442,-0.90232015,pop
26.797945,-6.7172976,Dance/Electronic
-37.44086,-16.735365,hip hop
-38.29397,-16.64267,hip hop
27.213364,16.969126,hip hop
